owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	directParent	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	hierarchicalParent	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	http://www.w3.org/2002/07/owl#disjointWith	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	linksTo	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Man	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	linksTo	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	directParent	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	hierarchicalParent	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Woman	owl2primer-negative-object-property-assertion+class+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Person	linksTo	{}	{}
owl2primer-negative-object-property-assertion+individual+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Bill	owl2primer-negative-object-property-assertion+individual+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Mary	negativePropertyAssertion+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#hasWife	{}	{}
owl2primer-negative-object-property-assertion+individual+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Bill	owl2primer-negative-object-property-assertion+individual+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Mary	linksTo	{}	{}
owl2primer-negative-object-property-assertion+individual+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#Bill	owl2primer-negative-object-property-assertion+property+http://www.ebi.ac.uk/testcases/owl2primer/negative-object-property-assertion#hasWife	linksTo	{}	{}
